precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CAMIN CULTURAL PALOTA",568,SÂNTANDREI,26653,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:04",609,599,4,6,0,288,282,0,6,0,281,7,665,377,21,9,23,223,5
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",565,SÂNTANDREI,26653,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:10:35",1354,1330,15,9,0,708,698,1,9,0,697,11,1449,741,48,44,144,450,11
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",566,SÂNTANDREI,26653,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:43",1133,1118,9,5,1,534,528,0,5,1,527,7,1220,686,67,28,75,349,8
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",564,SÂNTANDREI,26653,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:49",1334,1331,0,3,0,715,712,0,3,0,711,4,1465,750,62,67,79,496,7
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",563,SÂNTANDREI,26653,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:58",1364,1348,11,5,0,745,740,0,5,0,735,10,1466,721,76,41,134,451,33
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",567,SÂNTANDREI,26653,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:19:21",1627,1618,4,4,1,911,906,0,4,1,880,31,1757,846,107,39,71,643,20
