precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ALBEŞTII BISTRIŢEI",140,"GALAŢII BISTRIŢEI",33275,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:14",149,143,0,6,0,89,83,0,6,0,83,6,150,61,44,8,1,12,18,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL GALAŢII BISTRIŢEI",139,"GALAŢII BISTRIŢEI",33275,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:35",530,514,1,4,11,310,295,0,4,11,306,4,587,277,248,15,14,7,22,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TONCIU",143,"GALAŢII BISTRIŢEI",33275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:04",204,192,0,8,4,117,105,0,8,4,111,6,215,98,24,0,2,83,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DIPŞA CLASELE I - IV",141,"GALAŢII BISTRIŢEI",33275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:13",684,674,0,1,9,354,344,0,1,9,344,10,700,346,242,15,56,1,22,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HERINA CLASELE I - IV",142,"GALAŢII BISTRIŢEI",33275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:39",444,436,0,5,3,259,251,0,5,3,252,7,480,221,224,9,6,7,6,0
