precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBOS LÁSZLÓ-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MOLDOVAN TAMAS-CSABA-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"SC.GIM. ARANY JANOS",192,MIHĂILENI,85074,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:54",812,799,0,7,6,484,471,0,7,6,472,12,900,416,294,178
21,HARGHITA,"SCOALA GIMNAZIALA",193,MIHĂILENI,85074,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:44",407,396,3,5,3,189,181,0,5,3,187,2,400,211,115,72
21,HARGHITA,"SCOALA PRIMARA",195,MIHĂILENI,85074,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:12",514,491,6,5,12,349,332,0,5,12,341,8,600,251,211,130
21,HARGHITA,"SCOALA PRIMARA",194,MIHĂILENI,85074,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:49",502,475,1,10,16,297,270,1,10,16,290,7,500,203,208,82
