precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL CREMENARI",238,GALICEA,169994,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:45:44",320,315,0,4,1,224,219,0,4,1,215,9,350,126,17,146,16,2,29,5
40,VÂLCEA,"CĂMINUL CULTURAL GALICEA",234,GALICEA,169994,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:04",913,904,0,6,3,558,549,0,6,3,539,19,990,432,153,279,90,12,3,2
40,VÂLCEA,"ŞCOALA BRATIA DIN DEAL",235,GALICEA,169994,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:00",308,300,0,5,3,225,217,0,5,3,219,6,340,115,52,140,21,3,2,1
40,VÂLCEA,"ŞCOALA BRATIA DIN VALE",236,GALICEA,169994,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:20",360,352,0,8,0,229,221,0,8,0,219,10,390,161,50,152,8,4,4,1
40,VÂLCEA,"ŞCOALA COCORU",237,GALICEA,169994,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:07",515,504,1,9,1,349,338,1,9,1,334,15,550,201,101,198,29,4,1,1
40,VÂLCEA,"ŞCOALA TEIU",239,GALICEA,169994,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:44:30",339,334,0,3,2,215,210,0,3,2,204,11,386,166,35,128,36,2,3,0
40,VÂLCEA,"ŞCOALA VALEA RÎULUI",240,GALICEA,169994,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:02",338,333,0,5,0,219,214,0,5,0,210,9,370,151,50,127,24,5,2,2
