precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BAICEA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂDULESCU PAULA-MĂDĂLINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUDOR GHEORGHE-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDU FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NIŢĂ MARIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CASA DE CULTURĂ COSTEŞTI",137,"ORAŞ COSTEŞTI",13668,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:41:15",1538,1533,0,0,5,922,917,0,0,5,902,20,1724,802,355,27,413,65,42
3,ARGEŞ,"LICEUL TEORETIC COSTEŞTI",138,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:37:49",1605,1585,6,7,7,950,930,6,7,7,916,15,1744,794,430,42,314,84,46
3,ARGEŞ,"PRIMĂRIA ORAŞULUI COSTEŞTI",136,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:15:32",1643,1632,0,11,0,1012,1001,0,11,0,987,22,1840,820,369,45,397,119,57
3,ARGEŞ,"ŞCOALA GENERALĂ BROŞTENI",141,"ORAŞ COSTEŞTI",13668,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:56",670,661,1,8,0,360,352,0,8,0,352,8,728,368,123,38,122,17,52
3,ARGEŞ,"ŞCOALA GENERALĂ PÎRVU ROŞU",142,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:06:09",478,470,0,8,0,287,279,0,8,0,285,2,516,229,76,26,147,11,25
3,ARGEŞ,"ŞCOALA GENERALĂ PODU BROŞTENI",143,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:05:33",535,517,0,18,0,263,245,0,18,0,253,10,568,305,91,20,62,10,70
3,ARGEŞ,"ŞCOALA GENERALĂ STÎRCI",144,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:23:51",191,181,0,10,0,107,97,0,10,0,107,0,198,91,48,3,38,16,2
3,ARGEŞ,"ŞCOALA GENERALĂ ZORILE",140,"ORAŞ COSTEŞTI",13668,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:49",814,802,0,12,0,476,464,0,12,0,470,6,880,404,245,32,117,56,20
3,ARGEŞ,"ŞCOALA TELEŞTI",139,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:16:37",744,735,0,6,3,429,420,0,6,3,424,5,812,383,155,35,128,75,31
