precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BONCOI DUMITRU-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PÎRNUŢĂ ION-PARTIDUL NAȚIONAL LIBERAL-voturi","VLAICU BOGDAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","GHEORGHE GABRIELA-FELICIA-PARTIDUL PRO ROMÂNIA-voturi"
3,ARGEŞ,"LICEUL TEHNOLOGIC ” VICTOR SLĂVESCU” - SALA DE SPORT",453,RUCĂR,18527,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:52:07",1215,1199,0,5,11,830,814,0,5,11,821,9,1330,500,200,275,299,47
3,ARGEŞ,"ŞCOALA GENERALĂ NR.2 - CLASA NR. 1",454,RUCĂR,18527,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:38",1042,1019,0,8,15,723,700,0,8,15,714,9,1120,397,216,258,205,35
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”NAE A. GHICA” - SALA CLASĂ PREGĂTITOARE",456,RUCĂR,18527,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:29",1406,1361,3,9,33,1018,975,1,9,33,992,23,1505,490,178,390,373,51
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NAE A GHICA” - SALA DE SPORT",455,RUCĂR,18527,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:45:26",1008,979,0,9,20,758,729,0,9,20,747,11,1086,328,126,359,209,53
3,ARGEŞ,"ŞCOALA SĂTIC",457,RUCĂR,18527,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:45",117,106,0,10,1,80,69,0,10,1,77,3,105,25,12,15,48,2
