precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂEŞTEANU MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DANCIU STAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DĂNCIULESCU ANGHEL-PARTIDUL PRO ROMÂNIA-voturi"
30,OLT,"CAMINUL CULTURAL VIESPESTI",312,SPRÂNCENATA,129040,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:23:05",1058,988,0,48,22,707,637,0,48,22,671,36,1110,403,468,193,10
30,OLT,"GPN BIRSESTII DE SUS",313,SPRÂNCENATA,129040,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:07",397,330,0,62,5,287,220,0,62,5,270,17,360,73,142,126,2
30,OLT,"SCOALA VECHE FRUNZARU",314,SPRÂNCENATA,129040,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:54:54",506,482,0,18,6,365,341,0,18,6,347,18,523,158,225,121,1
