precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"CAMINUL CULTURAL PIETROSANI",530,"PUCHENII MARI",134942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:35",936,918,1,12,5,435,418,0,12,5,430,5,1000,565,66,185,140,35,4
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL ODAILE",529,"PUCHENII MARI",134942,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:10:41",1297,1284,0,3,10,745,732,0,3,10,713,32,1400,655,117,413,90,80,13
31,PRAHOVA,"GRADINITA CU PROGRAM NORMALPIETROSANI",531,"PUCHENII MARI",134942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:45:33",924,913,1,7,3,478,468,0,7,3,455,23,1000,522,80,171,153,47,4
31,PRAHOVA,"SCOALA GIMNAZIALA,COMUNA PUCHENII MARI",527,"PUCHENII MARI",134942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:47:38",1010,992,0,6,12,558,540,0,6,12,541,15,1100,544,70,311,90,64,6
31,PRAHOVA,"SCOALA GIMNAZIALA PUCHENII MOSNENI",532,"PUCHENII MARI",134942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:07:26",1182,1176,3,2,1,657,654,0,2,1,637,20,1300,643,111,259,119,140,8
31,PRAHOVA,"SCOALA PRIMARA MIROSLAVESTI",528,"PUCHENII MARI",134942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:50",1433,1415,0,7,11,800,782,0,7,11,775,25,1600,800,128,224,93,323,7
