county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","CHELEŞ NELU-DUMITRU-voturi","CHELEŞ NELU-DUMITRU-mandate-faza-1","CHELEŞ NELU-DUMITRU-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL VERDE-mandate-g9","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","GRIGORE GELU-voturi","GRIGORE GELU-mandate-faza-1","GRIGORE GELU-mandate-faza-2","PETRE-MARDALE IONUŢ-voturi","PETRE-MARDALE IONUŢ-mandate-faza-1","PETRE-MARDALE IONUŢ-mandate-faza-2","IVAN VALENTIN-MĂDĂLIN-voturi","IVAN VALENTIN-MĂDĂLIN-mandate-faza-1","IVAN VALENTIN-MĂDĂLIN-mandate-faza-2","SARIVAN MARIAN-CIPRIAN-voturi","SARIVAN MARIAN-CIPRIAN-mandate-faza-1","SARIVAN MARIAN-CIPRIAN-mandate-faza-2","STRÎMBIANU SORINA-voturi","STRÎMBIANU SORINA-mandate-faza-1","STRÎMBIANU SORINA-mandate-faza-2","RĂILEANU VALENTIN-SORIN-voturi","RĂILEANU VALENTIN-SORIN-mandate-faza-1","RĂILEANU VALENTIN-SORIN-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-mandate-faza-1","PARTIDUL ROMÂNIA PUTERNICĂ-mandate-faza-2","GĂLBINAŞ SORIN-voturi","GĂLBINAŞ SORIN-mandate-faza-1","GĂLBINAŞ SORIN-mandate-faza-2","LUNGU DĂNUŢ-IONUŢ-voturi","LUNGU DĂNUŢ-IONUŢ-mandate-faza-1","LUNGU DĂNUŢ-IONUŢ-mandate-faza-2","BRESCANU PETRICĂ-voturi","BRESCANU PETRICĂ-mandate-faza-1","BRESCANU PETRICĂ-mandate-faza-2","PÎRLEA SILVIU-voturi","PÎRLEA SILVIU-mandate-faza-1","PÎRLEA SILVIU-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","LINTAS NICOLAE-voturi","LINTAS NICOLAE-mandate-faza-1","LINTAS NICOLAE-mandate-faza-2","MATEESCU IOANA-voturi","MATEESCU IOANA-mandate-faza-1","MATEESCU IOANA-mandate-faza-2","MĂCRINEANU DAVID-voturi","MĂCRINEANU DAVID-mandate-faza-1","MĂCRINEANU DAVID-mandate-faza-2"
9,BRĂILA,SURDILA-GRECI,42771,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:38:16",1180,1147,1,20,12,743,711,0,20,12,700,43,1273,530,35,49,56,75,503,6,1,112,1,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,ŞUŢEŞTI,44140,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:35:03",3540,3427,2,33,78,2192,2081,0,33,78,2105,87,3810,1618,105,147,168,154,710,4,1,1301,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,TICHILEŞTI,44177,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:06:46",2954,2911,1,12,30,1699,1657,0,12,30,1626,73,3250,1551,81,113,130,118,892,7,1,374,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,TRAIAN,44202,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:28:16",2688,2638,3,35,12,1652,1605,0,35,12,1578,74,3012,1360,78,110,126,112,674,6,0,676,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,1,0,0,0,0,0,0,0,0,0
9,BRĂILA,"TUDOR VLADIMIRESCU",44257,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:51:03",1691,1665,5,21,0,981,960,0,21,0,930,51,1845,864,46,65,74,80,270,3,0,298,3,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,TUFEŞTI,44300,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:10:36",4054,4027,2,25,0,2333,2308,0,25,0,2263,70,4430,2097,113,158,181,170,316,1,1,1757,10,0,144,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,ULMU,44328,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:47:43",2802,2769,0,23,10,1849,1816,0,23,10,1797,52,3022,1173,89,125,143,133,1437,10,1,293,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,UNIREA,44355,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:06:04",1878,1827,0,30,21,1228,1177,0,30,21,1146,82,2084,856,57,80,91,94,269,2,1,772,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,VĂDENI,44391,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:52:34",3271,3236,1,16,18,1806,1773,0,15,18,1747,58,3576,1771,87,122,139,130,460,3,1,1088,8,0,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
9,BRĂILA,VICTORIA,44435,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:28:36",2804,2789,1,5,9,1832,1817,1,5,9,1783,49,3060,1228,89,124,142,131,234,1,1,920,7,0,561,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
9,BRĂILA,VIŞANI,44462,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:18:07",1800,1796,0,4,0,1120,1116,0,4,0,1082,38,1965,845,54,75,86,95,212,2,0,837,8,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,VIZIRU,44505,2,FINAL,UAT,CL,CL_CE,"2024-06-11 21:00:00",4870,4842,1,23,4,2870,2843,0,23,4,2755,112,5322,2455,137,192,220,183,1281,7,0,854,4,1,468,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0
9,BRĂILA,ZĂVOAIA,44532,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:57:22",2393,2364,0,8,21,1481,1452,0,8,21,1430,51,2584,1103,71,100,114,130,905,6,1,391,3,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
