precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GĂMAN MIHAI-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MICULAŞ CLAUDIU-SANDU-FORȚA DREPTEI-voturi"
32,"SATU MARE","CAMIN CULTURAL ATEA",199,DOROLŢ,137675,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:00",317,305,0,2,10,209,197,0,2,10,188,21,350,141,182,6
32,"SATU MARE","CAMIN CULTURAL PETEA",201,DOROLŢ,137675,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:52",368,360,1,0,7,211,204,0,0,7,183,28,410,199,173,10
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",198,DOROLŢ,137675,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:52:28",1547,1509,13,4,21,859,833,1,4,21,824,35,1703,844,780,44
32,"SATU MARE","SCOALA DARA",200,DOROLŢ,137675,2,PART,PRCNCT,P,P_SV,"2024-06-11 15:46:02",1017,982,1,5,29,714,680,0,5,29,700,14,1110,396,696,4
