precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
5,BIHOR,"CĂMIN CULTURAL",220,ABRAM,27070,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:17",243,230,2,7,4,122,110,1,7,4,117,5,256,134,5,77,1,32,2
5,BIHOR,"CĂMIN CULTURAL",224,ABRAM,27070,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:11",223,215,0,4,4,135,127,0,4,4,132,3,244,109,17,74,4,27,10
5,BIHOR,"CĂMIN CULTURAL",221,ABRAM,27070,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:33",230,219,0,4,7,141,130,0,4,7,136,5,251,110,9,111,1,11,4
5,BIHOR,"PRIMĂRIA ABRAM",219,ABRAM,27070,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:53",765,751,2,3,9,440,428,0,3,9,427,13,867,427,36,288,62,30,11
5,BIHOR,"ȘCOALĂ PRIMARĂ",222,ABRAM,27070,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:59",103,94,0,6,3,74,65,0,6,3,73,1,112,38,3,65,1,4,0
5,BIHOR,"ȘCOALĂ PRIMARĂ NR. 1",223,ABRAM,27070,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:37",393,369,0,12,12,259,236,0,12,11,252,7,424,165,57,149,1,39,6
5,BIHOR,"ȘCOALĂ PRIMARĂ NR. 3",225,ABRAM,27070,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:32",453,412,2,16,23,283,243,2,15,23,280,3,480,197,14,245,3,17,1
