precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","MIHAI GHEORGHE-voturi"
10,BUZĂU,"CAMINUL CULTURAL SAT GRAJDANA",373,TISĂU,49643,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:17",824,818,0,2,4,495,489,0,2,4,471,24,911,416,299,88,42,11,21,10
10,BUZĂU,"GRADINIŢĂ CU PROGRAM NORMAL COMUNA TISAU",378,TISĂU,49643,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:52:14",597,585,2,2,8,380,368,2,2,8,366,14,647,267,237,61,17,34,12,5
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL SAT PADURENI, COMUNA TISAU",376,TISĂU,49643,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:32",408,399,0,4,5,226,217,0,4,5,214,12,445,219,133,21,24,8,18,10
10,BUZĂU,"GRADINIŢA CU PROGRAM NORMAL SAT VALEA SĂLCIILOR, COMUNA TISAU",379,TISĂU,49643,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:18",543,532,0,11,0,318,307,0,11,0,309,9,580,262,197,43,35,9,20,5
10,BUZĂU,"ŞCOALA GIMNAZIALA SAT HALEŞ, COMUNA TISAU",374,TISĂU,49643,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:33",752,738,0,10,4,467,453,0,10,4,432,35,825,358,265,76,46,13,15,17
10,BUZĂU,"SCOALA PRIMARA, SAT IZVORANU, COMUNA TISAU",375,TISĂU,49643,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:49:57",66,57,0,9,0,66,57,0,9,0,66,0,100,34,22,36,3,2,2,1
10,BUZĂU,"SCOALA PRIMARĂ SAT STREZENI, COMUNA TISAU",377,TISĂU,49643,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:17",442,428,0,11,3,270,256,0,11,3,261,9,470,200,162,64,22,11,2,0
