precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALA ”IOANID ROMANESCU” ROMANESTI",626,ROMÂNEŞTI,98738,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:46",704,675,0,5,24,432,403,0,5,24,413,19,661,229,11,52,331,19
24,IAŞI,"SCOALA GIMNAZIALA URSOAIA",628,ROMÂNEŞTI,98738,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:47",346,339,0,1,6,186,179,0,1,6,183,3,344,158,76,69,36,2
24,IAŞI,"SCOALA PRIMARA AVINTU",627,ROMÂNEŞTI,98738,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:36:00",366,350,0,0,16,182,166,0,0,16,175,7,348,166,25,60,88,2
