precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMBRAVĂ GRIGORE-IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","FRANGULEA DORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ADĂMACHE MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PLEŞA GEORGEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"SCOALA GENERALĂ TRAIAN",243,BRANIŞTEA,75711,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:25",491,480,0,8,3,286,275,0,8,3,282,4,527,241,193,19,37,33
18,GALAŢI,"SCOALA GENERALA VASILE ALECSANDRI",244,BRANIŞTEA,75711,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:36",929,879,0,20,30,584,534,0,20,30,565,19,1000,416,432,33,90,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ UNIREA BRANIȘTEA",241,BRANIŞTEA,75711,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:44",1255,1215,3,8,29,743,706,0,8,29,725,18,1359,616,282,23,356,64
18,GALAŢI,"ȘCOALA GIMNAZIALĂ UNIREA BRANIȘTEA",242,BRANIŞTEA,75711,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:59",1054,1020,1,9,24,615,582,0,9,24,602,13,1145,530,260,20,268,54
