precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARTINIUC LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TÎRZIORU PETRU-RELU-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"LICEUL TEORETIC DR. M. CIUCA SAVENI",131,"ORAŞ SĂVENI",36060,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:59:38",1170,1161,0,2,7,526,517,0,2,7,507,19,1304,778,59,448
7,BOTOŞANI,"LICEUL TEORETIC DR. M.CIUCA SAVENI",132,"ORAŞ SĂVENI",36060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:20",884,848,1,5,30,433,397,1,5,30,422,11,970,537,49,373
7,BOTOŞANI,"SCOALA GENERALA BODEASA",135,"ORAŞ SĂVENI",36060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:14",331,320,0,8,3,157,146,0,8,3,142,15,400,243,7,135
7,BOTOŞANI,"SCOALA GENERALA NR. 1 SAVENI",133,"ORAŞ SĂVENI",36060,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:12:03",1567,1555,0,1,11,670,658,0,1,11,647,23,1700,1030,77,570
7,BOTOŞANI,"SCOALA GENERALA NR. 2 SAVENI",134,"ORAŞ SĂVENI",36060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:50",1517,1480,0,3,34,696,661,0,3,32,662,34,1600,904,64,598
7,BOTOŞANI,"SCOALA GENERALA PETRICANI",137,"ORAŞ SĂVENI",36060,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:04",968,937,1,7,23,394,364,0,7,23,376,18,1000,606,54,322
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 BOZIENI",136,"ORAŞ SĂVENI",36060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:08",229,216,0,9,4,115,102,0,9,4,114,1,300,185,4,110
