precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
4,BACĂU,"SCOALA GIMNAZIALA GHEORGHE AVRAMESCU PRAJESTI",532,PRĂJEŞTI,26361,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:41",1003,967,0,21,15,496,460,0,21,15,485,11,1000,504,181,252,52
4,BACĂU,"SCOALA GIMNAZIALA GHEORGHE AVRAMESCU PRĂJEŞTI",533,PRĂJEŞTI,26361,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:15",955,908,2,22,23,440,394,1,22,23,417,23,1000,560,183,186,48
