precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢUCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CORAVU PETRE-PARTIDUL NAȚIONAL LIBERAL-voturi","CERCEL NICOLAE-CRISTINEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","MERLĂ CRISTIAN-MĂDĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
20,GORJ,"ŞCOALA GENERALĂ CALAPĂRU",164,BORĂSCU,79157,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:09",645,638,0,6,1,362,355,0,6,1,348,14,700,338,181,119,23,25
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE I-IV BORĂSCU",163,BORĂSCU,79157,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:49",906,895,0,10,1,540,529,0,10,1,527,13,1000,460,346,105,20,56
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE I-IV MENŢII DIN DOS",165,BORĂSCU,79157,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:38",540,532,0,6,2,353,345,0,6,2,338,15,600,247,271,27,16,24
20,GORJ,"ŞCOALA GIMNAZIALĂ MILUTA",166,BORĂSCU,79157,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:50:44",468,461,0,4,3,199,192,0,4,3,184,15,484,245,148,19,10,7
