precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRAŞOVEANU VALENTIN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CALAFETEANU MIHAI-PUIU-PARTIDUL NAȚIONAL LIBERAL-voturi","GRĂMESCU SORIN-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TEIŞI WILHELM-AURELIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BARBU MARIUS-FLORIN-FORȚA DREPTEI-voturi"
17,DOLJ,"GRADINITA ”ALBA CA ZAPADA”",443,PLENIŢA,73709,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:15:56",1064,1012,0,13,39,620,568,0,13,39,578,38,1100,484,237,239,11,46,45
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:09:18",995,969,0,9,17,631,605,0,9,17,576,25,1052,451,218,235,25,72,26
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:05:45",934,905,0,5,24,573,544,0,5,24,542,31,1000,427,317,162,7,20,36
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:46:43",630,603,0,5,22,370,343,0,5,22,358,12,700,330,186,111,8,24,29
