precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","ENACHE MARICEL-voturi","AGAFIŢEI ROMEUO-EMIL-voturi"
39,VASLUI,"GRĂDINIȚA CU 3 SĂLI DE GRUPĂ",379,MICLEŞTI,164892,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:24",742,730,0,4,8,393,381,0,4,8,353,40,781,388,110,177,24,32,5,5
39,VASLUI,"ŞCOALA DEZAFECTATĂ CHIRCEŞTI -VALE",381,MICLEŞTI,164892,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:48",344,343,0,0,1,161,160,0,0,1,153,8,400,239,51,82,13,2,4,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ CHIRCEŞTI-DEAL",380,MICLEŞTI,164892,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:41:55",497,493,0,1,3,265,261,0,1,3,233,32,500,235,55,119,14,6,35,4
39,VASLUI,"ŞCOALA PRIMARĂ POPEŞTI",382,MICLEŞTI,164892,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:35:52",341,333,0,5,3,162,154,0,5,3,148,14,400,238,69,44,16,13,4,2
