county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ONC SABIN-voturi","ONC SABIN-mandate-faza-1","ONC SABIN-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","MACARIE GHEORGHE-voturi","MACARIE GHEORGHE-mandate-faza-1","MACARIE GHEORGHE-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL PHRALIPE AL ROMILOR-voturi","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-1","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-2","BĂDILA IOAN-voturi","BĂDILA IOAN-mandate-faza-1","BĂDILA IOAN-mandate-faza-2","BUNESCU LUISA-MARIA-voturi","BUNESCU LUISA-MARIA-mandate-faza-1","BUNESCU LUISA-MARIA-mandate-faza-2","CORLACIU RAFILA-voturi","CORLACIU RAFILA-mandate-faza-1","CORLACIU RAFILA-mandate-faza-2","BENCHEA VASILE-voturi","BENCHEA VASILE-mandate-faza-1","BENCHEA VASILE-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","TUHUŢ CRISTIAN-voturi","TUHUŢ CRISTIAN-mandate-faza-1","TUHUŢ CRISTIAN-mandate-faza-2","COMŞA VASILE-voturi","COMŞA VASILE-mandate-faza-1","COMŞA VASILE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","RADAC VASILE-voturi","RADAC VASILE-mandate-faza-1","RADAC VASILE-mandate-faza-2","DĂRĂŞTEANU PAUL-MIHAI-voturi","DĂRĂŞTEANU PAUL-MIHAI-mandate-faza-1","DĂRĂŞTEANU PAUL-MIHAI-mandate-faza-2","BUCUR VALER-SORIN-voturi","BUCUR VALER-SORIN-mandate-faza-1","BUCUR VALER-SORIN-mandate-faza-2","SÎRB TEODOR-IOAN-voturi","SÎRB TEODOR-IOAN-mandate-faza-1","SÎRB TEODOR-IOAN-mandate-faza-2","DANCIU IONELA-MARIANA-voturi","DANCIU IONELA-MARIANA-mandate-faza-1","DANCIU IONELA-MARIANA-mandate-faza-2","FLOREA PAUL-VICTOR-voturi","FLOREA PAUL-VICTOR-mandate-faza-1","FLOREA PAUL-VICTOR-mandate-faza-2","SZABO-BUZATU GABRIEL-voturi","SZABO-BUZATU GABRIEL-mandate-faza-1","SZABO-BUZATU GABRIEL-mandate-faza-2","GAVRILĂ-PAVEN IONELA-voturi","GAVRILĂ-PAVEN IONELA-mandate-faza-1","GAVRILĂ-PAVEN IONELA-mandate-faza-2","SIDERAŞ ALEXANDRU-voturi","SIDERAŞ ALEXANDRU-mandate-faza-1","SIDERAŞ ALEXANDRU-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","KOPENETZ LORAND-MÁRTON-voturi","KOPENETZ LORAND-MÁRTON-mandate-faza-1","KOPENETZ LORAND-MÁRTON-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","CRIŞAN TEODOR-voturi","CRIŞAN TEODOR-mandate-faza-1","CRIŞAN TEODOR-mandate-faza-2","TAT SORIN-HOREA-voturi","TAT SORIN-HOREA-mandate-faza-1","TAT SORIN-HOREA-mandate-faza-2","BEC TRAIAN-IOAN-voturi","BEC TRAIAN-IOAN-mandate-faza-1","BEC TRAIAN-IOAN-mandate-faza-2"
1,ALBA,HOREA,4767,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:43:02",1614,1571,0,16,27,1103,1060,0,16,27,1054,48,1728,626,52,73,84,85,455,5,0,163,1,1,0,0,0,326,3,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,IGHIU,4927,1,FINAL,UAT,CL,CL_CE,"2024-06-11 09:31:29",5957,5843,13,57,44,3358,3256,1,57,44,3284,74,6441,3083,164,229,262,218,1703,7,1,245,1,0,312,1,0,1024,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,ÎNTREGALDE,4981,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:16:34",516,487,0,12,17,344,315,0,12,17,338,6,534,190,16,23,27,37,255,6,1,0,0,0,0,0,0,67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,JIDVEI,5103,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:07:24",4206,4023,2,33,148,2411,2230,0,33,148,2333,78,4589,2178,116,163,186,155,1730,11,1,305,1,1,0,0,0,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,LIVEZILE,5167,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:35:38",1068,975,0,29,64,721,628,0,29,64,682,18,1115,415,34,47,54,75,520,6,1,0,0,0,0,0,0,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"LOPADEA NOUĂ",5210,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:58:51",2232,2137,6,36,53,1640,1547,4,36,53,1573,67,2345,705,78,110,125,143,831,5,1,0,0,0,0,0,0,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"LUNCA MUREŞULUI",5309,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:09:30",2022,1977,0,22,23,1276,1231,0,22,23,1192,84,2188,912,59,83,95,104,424,4,0,67,0,1,0,0,0,175,1,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,LUPŞA,5336,1,FINAL,UAT,CL,CL_CE,"2024-06-11 04:23:40",2455,2382,0,30,43,1776,1703,0,30,43,1739,35,2670,895,86,121,139,153,993,6,1,181,1,0,0,0,0,515,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,METEŞ,5577,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:09:25",2314,2227,2,41,44,1495,1409,1,41,44,1455,40,2472,977,72,101,116,130,984,7,1,158,1,0,0,0,0,293,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,MIHALŢ,5700,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:12:21",2835,2650,1,81,103,1818,1634,0,81,103,1770,48,2902,1084,88,123,141,136,1212,8,1,126,0,1,172,1,0,260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,MIRĂSLĂU,5755,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:29:55",1677,1630,4,26,17,960,914,3,26,17,918,42,1788,828,45,64,73,79,198,2,1,99,1,0,162,2,0,222,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,MOGOŞ,5826,1,FINAL,UAT,CL,CL_CE,"2024-06-11 12:05:41",656,597,1,40,18,429,371,0,40,18,407,22,691,262,20,28,32,45,201,4,1,64,1,0,0,0,0,142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"MUNICIPIUL AIUD",1213,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:58:16",19295,19057,11,169,58,9549,9322,0,169,58,9281,239,22591,13057,464,649,742,461,2331,5,0,816,1,1,369,0,0,3799,8,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"MUNICIPIUL ALBA IULIA",1017,1,FINAL,UAT,CL,CL_CE,"2024-06-11 17:37:44",62142,61370,212,518,42,27977,27412,5,518,42,27220,703,68245,40292,1361,1905,2177,1170,10667,9,0,4106,3,1,0,0,0,5872,5,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,1,0,159,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"MUNICIPIUL BLAJ",1348,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:25:55",16056,15870,27,102,57,8269,8107,3,102,57,7981,255,18258,10021,399,558,638,390,4866,12,1,570,1,0,1033,2,1,954,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"MUNICIPIUL SEBEŞ",1874,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:55:06",26458,26116,102,155,85,12481,12240,1,155,85,12071,386,28795,16330,603,844,965,635,7073,11,0,2981,4,1,0,0,0,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,NOŞLAC,6048,1,FINAL,UAT,CL,CL_CE,"2024-06-10 20:42:16",1527,1486,1,27,13,842,802,0,27,13,812,30,1625,783,40,56,64,73,365,5,0,45,0,0,73,1,0,207,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,OCOLIŞ,6119,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:44:21",495,412,4,59,20,403,321,3,59,20,395,8,526,123,19,27,31,43,341,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,OHABA,6164,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:02:40",530,459,0,40,31,395,324,0,40,31,354,15,516,143,17,24,28,39,216,5,0,33,0,1,0,0,0,105,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ ABRUD",1151,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:28:54",4468,4339,2,101,26,2603,2476,0,101,26,2532,71,4700,2097,126,177,202,194,816,4,0,289,1,1,0,0,0,1193,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ BAIA DE ARIEŞ",2915,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:46:02",3248,3138,1,48,61,1790,1681,0,48,61,1744,46,3494,1704,87,122,139,128,410,3,0,817,6,0,0,0,0,345,2,1,80,0,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ CÂMPENI",1455,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:06:56",5983,5889,4,68,22,3533,3443,0,68,22,3426,107,6506,2973,171,239,274,224,1601,7,0,403,1,1,269,1,0,813,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ CUGIR",1696,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:51:49",20873,20677,31,150,15,9206,9038,3,150,15,8920,285,23376,14171,446,624,713,469,3941,8,0,880,1,1,1432,3,0,2667,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ OCNA MUREŞ",1794,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:31:35",11381,11246,11,73,51,5180,5055,1,73,51,4984,196,12464,7284,249,348,398,293,2313,7,1,750,2,1,410,1,0,1261,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ TEIUŞ",8096,1,FINAL,UAT,CL,CL_CE,"2024-06-11 13:30:05",5787,5705,6,54,22,3152,3076,0,54,22,3060,92,6294,3142,153,214,244,204,926,4,1,673,3,0,0,0,0,1286,6,0,0,0,0,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ORAŞ ZLATNA",1936,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:15:42",6511,6357,7,84,63,3766,3619,0,84,63,3676,90,7561,3795,183,257,294,245,2461,10,0,524,2,0,0,0,0,691,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,PIANU,6217,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:16:56",2952,2842,5,30,75,1864,1759,0,30,75,1821,41,3227,1363,91,127,145,140,883,6,0,224,1,1,184,1,0,530,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"POIANA VADULUI",6271,1,FINAL,UAT,CL,CL_CE,"2024-06-11 13:28:50",870,817,0,30,23,652,599,0,30,23,629,23,924,272,31,44,50,67,274,4,0,85,1,0,48,0,1,198,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,PONOR,6397,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:16:10",598,515,1,66,16,457,374,1,66,16,361,86,610,163,18,25,28,40,0,0,0,250,6,0,0,0,0,111,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,POŞAGA,6468,2,FINAL,UAT,CL,CL_CE,"2024-06-12 11:25:47",890,737,1,121,31,703,550,1,121,31,689,14,858,155,34,48,55,73,230,3,0,29,0,0,160,2,0,270,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,RĂDEŞTI,6547,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:00:50",1101,1013,2,58,28,828,740,2,58,28,801,27,1158,330,40,56,64,89,608,6,1,0,0,0,0,0,0,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,RÂMEŢ,6627,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:54:16",583,448,2,109,24,471,336,2,109,24,464,7,587,116,23,32,37,51,143,2,1,24,0,0,0,0,0,297,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,RIMETEA,6592,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:56:29",885,840,1,12,32,535,491,0,12,32,524,11,940,405,26,36,41,58,60,1,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
