precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
18,GALAŢI,"SCOALA GENERALA IJDILENI",304,FRUMUŞIŢA,76317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:01",755,742,0,6,7,367,354,0,6,7,340,16,850,494,155,16,136,4,3,15,8,3
18,GALAŢI,"ŞCOALA GENERALA NR.1 FRUMUŞIŢA (ŞCOALA DIN CENTRU)",302,FRUMUŞIŢA,76317,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:42:14",1771,1733,2,4,32,886,850,0,4,32,815,71,1900,1014,166,24,398,155,15,19,4,34
18,GALAŢI,"SCOALA GENERALĂ NR.2 PETRU RAREŞ",303,FRUMUŞIŢA,76317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:15",820,805,0,4,11,438,423,0,4,11,413,25,970,532,109,13,207,39,4,27,5,9
18,GALAŢI,"SCOALA GENERALA TĂMĂOANI",305,FRUMUŞIŢA,76317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:03",976,958,0,4,14,518,500,0,4,14,498,20,1021,501,177,13,236,44,4,12,5,7
