precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BAIBARAC FLAVIUS-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DIMULESCU MARIAN-MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FRÎNTURĂ ADRIAN-DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","BUŞCĂ VICTORIŢA-SIMONA-PARTIDUL SOCIAL DEMOCRAT-voturi","MARGHIOLU CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL MOŞOAIA",398,MOŞOAIA,17496,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:26:17",1469,1464,1,4,0,857,853,0,4,0,844,13,1600,743,309,24,342,162,7
3,ARGEŞ,"RESTAURANT CASTEL",402,MOŞOAIA,17496,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:44:36",1560,1542,5,13,0,777,764,0,13,0,759,18,1726,949,233,59,318,134,15
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CIOCĂNĂI",399,MOŞOAIA,17496,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:33:17",578,573,0,5,0,313,308,0,5,0,311,2,625,312,42,71,148,29,21
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV SMEURA",401,MOŞOAIA,17496,1,PART,PRCNCT,P,P_SV,"2024-06-10 18:24:43",1621,1610,2,8,1,887,878,0,8,1,864,23,1750,863,155,42,578,81,8
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII HINŢEŞTI",400,MOŞOAIA,17496,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:38",1095,1089,0,5,1,628,622,0,5,1,618,10,1200,572,104,31,316,161,6
