precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDORACHE IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","OREZ VICTORAŞ-ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN RADU-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BUBUIOC IULIAN-PARTIDUL PRO ROMÂNIA-voturi"
14,CONSTANŢA,"CAMIN CULTURAL CRUCEA",418,CRUCEA,61559,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:43",862,861,0,0,1,513,512,0,0,1,489,24,945,432,374,6,95,14
14,CONSTANŢA,"CAMIN CULTURALGĂLBIORI",421,CRUCEA,61559,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:40:53",254,249,0,3,2,157,152,0,3,2,153,4,276,119,135,2,14,2
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL CRIŞAN",420,CRUCEA,61559,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:28",284,279,0,5,0,164,159,0,5,0,157,7,300,136,138,9,9,1
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.1 BĂLTĂGEŞTI",419,CRUCEA,61559,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:01",328,326,0,2,0,203,201,0,2,0,193,10,361,158,151,25,10,7
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.3 ŞIRIU",423,CRUCEA,61559,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:13",174,170,0,4,0,105,101,0,4,0,101,4,187,82,87,6,8,0
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.4 STUPINA",422,CRUCEA,61559,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:51",555,533,0,5,17,299,277,0,5,17,286,13,585,286,223,6,54,3
