precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDORACHE LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BORANGIC CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NAE ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CORNEA MIREL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MATEI NICOLAE-PARTIDUL OAMENILOR TINERI-voturi","PAREPA NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","STAN RALUCA-IONELA-FORȚA DREPTEI-voturi","SIMION NICULAE-PARTIDUL S.O.S. ROMÂNIA-voturi"
23,IALOMIŢA,"CAMINUL CULTURAL COSERENI",134,COŞERENI,102240,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:46",1252,1223,1,18,10,848,820,0,18,10,832,16,1360,512,278,21,341,130,6,26,8,22
23,IALOMIŢA,"GRADINIŢA PĂTRIME",136,COŞERENI,102240,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:14:16",1013,1002,0,6,5,727,716,0,6,5,715,12,1118,391,215,9,280,144,1,27,14,25
23,IALOMIŢA,"ŞCOALA GENERALĂ COSERENI",135,COŞERENI,102240,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:08",1250,1229,0,11,10,863,842,0,11,10,848,15,1350,487,244,61,327,141,3,40,8,24
