precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BODOGAE COZMIN-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","COMANDARU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢETCU VALER-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GOGA IOAN-ADRIAN-PARTIDUL OAMENILOR TINERI-voturi"
1,ALBA,"CĂMIN CULTURAL",225,"CETATEA DE BALTĂ",3958,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:50",590,574,0,4,12,247,231,0,4,12,234,13,649,402,22,173,18,21
1,ALBA,"CĂMIN CULTURAL",226,"CETATEA DE BALTĂ",3958,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:05",870,829,1,8,32,503,463,0,8,32,496,7,968,465,13,334,58,91
1,ALBA,"SCOALA GENERALA CRĂCIUNELU DE SUS",227,"CETATEA DE BALTĂ",3958,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:55",58,45,0,9,4,46,33,0,9,4,46,0,54,8,1,42,1,2
1,ALBA,"SCOALA GENERALA SÎNTĂMĂRIE",228,"CETATEA DE BALTĂ",3958,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:55",240,227,0,7,6,129,116,0,7,6,125,4,262,133,8,95,8,14
1,ALBA,"ȘCOALA GIMNAZIALĂ TĂTÂRLAUA",229,"CETATEA DE BALTĂ",3958,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:34",642,635,0,6,1,230,223,0,6,1,213,17,700,470,8,186,14,5
