precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL LUNCAVIȚA",267,LUNCAVIŢA,53130,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:13",636,609,0,14,13,387,360,0,14,13,370,17,667,280,224,15,11,99,21
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ VERENDIN",268,LUNCAVIŢA,53130,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:48",1272,1225,0,16,31,892,845,0,16,31,861,28,1352,463,461,211,81,21,87
