precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MURARAŞU MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","TECLICI VALERICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PECHEANU BOGDAN-VICTOR-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IACOB EDUARD-RĂDUCU-PARTIDUL S.O.S. ROMÂNIA-voturi"
39,VASLUI,"SALA DE EDUCAŢIE FIZICĂ ŞCOLARĂ GHERMĂNEŞTI",292,DRÂNCENI,163618,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:32",1571,1543,1,13,14,768,741,0,13,14,734,34,1729,961,325,54,340,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT RÎŞEŞTI",294,DRÂNCENI,163618,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:33",1675,1660,2,6,7,787,774,0,6,7,749,38,1800,1013,436,13,252,48
39,VASLUI,"ŞCOALA PRIMARĂ, SAT DRÎNCENI",293,DRÂNCENI,163618,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:24",563,558,0,5,0,180,175,0,5,0,172,8,600,420,82,5,78,7
