precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL PRUNDU BÂRGĂULUI",221,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:37:00",1552,1543,0,6,3,866,857,0,6,3,841,15,1700,844,49,696,58,38
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PRUNDU BÂRGĂULUI",219,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:22",1110,1098,1,3,8,607,596,0,3,8,600,7,1200,593,31,486,59,24
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ PRUNDU BÂRGĂULUI",220,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:45",1417,1410,4,0,3,736,733,0,0,3,726,10,1500,764,58,572,39,57
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",222,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:27",1148,1133,1,8,6,628,614,0,8,6,614,14,1309,681,66,474,35,39
