precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUCERENCU MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IGNAT ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","IVANOV FILIP-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRILĂ MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi","ULIAN GICU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
38,TULCEA,"CĂMIN CULTURAL MURIGHIOL",156,MURIGHIOL,160911,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:51",1205,1203,1,1,0,690,689,0,1,0,674,16,1330,640,36,272,289,27,50
38,TULCEA,"CĂMIN CULTURAL SARINASUF",161,MURIGHIOL,160911,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:12",329,325,0,4,0,176,172,0,4,0,169,7,357,181,19,73,66,2,9
38,TULCEA,"IMOBIL PROPRIETATE PRIVATĂ (FOST SPAȚIU COMERCIAL)",157,MURIGHIOL,160911,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:26",111,103,0,8,0,60,52,0,8,0,57,3,114,54,11,25,13,3,5
38,TULCEA,"ŞCOALA CU CLASELE I-IV DUNAVĂȚU DE SUS",159,MURIGHIOL,160911,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:59",133,126,0,7,0,70,63,0,7,0,63,7,138,68,9,23,23,4,4
38,TULCEA,"ŞCOALA CU CLASELE I-IV PLOPUL",160,MURIGHIOL,160911,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:50",474,474,0,0,0,191,191,0,0,0,182,9,523,332,11,91,57,5,18
38,TULCEA,"ŞCOALA PRIMARĂ DUNAVĂȚU DE JOS",158,MURIGHIOL,160911,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:55:16",521,515,0,5,1,296,290,0,5,1,283,13,573,277,14,96,90,10,73
