precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","CREŢAN CIPRIAN-FLORENTIN-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL GURA PUTNEI",441,PUTNA,150043,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:46",1103,1101,0,0,2,534,532,0,0,2,510,24,1200,666,247,137,36,8,82
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”MITROPOLIT IACOB PUTNEANUL”- CORP B",440,PUTNA,150043,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:42",887,877,1,1,8,417,408,0,1,8,399,18,1096,679,209,55,40,12,83
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”MITROPOLIT IACOB PUTNEANUL”- CORP B",439,PUTNA,150043,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:41:17",1189,1177,2,2,8,620,609,1,2,8,595,25,1200,580,309,120,32,57,77
