precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARIAN GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","HODOROG DAVID-PARTIDUL NAȚIONAL LIBERAL-voturi","HORVAT VASILE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
32,"SATU MARE","SCALA CU CLS.I-VIII BECHENI",287,SĂUCA,138805,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:18",431,413,0,5,13,296,278,0,5,13,267,29,430,134,45,195,27
32,"SATU MARE","SCOALA CU CLASELE I-VIII SAUCA",286,SĂUCA,138805,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:32",320,305,0,10,5,238,223,0,10,5,229,9,320,82,141,70,18
32,"SATU MARE","SCOALA CU CLS.I-IV CEAN",288,SĂUCA,138805,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:12:20",234,226,1,5,2,156,148,1,5,2,147,9,230,74,80,60,7
32,"SATU MARE","SCOALA SILVAS",289,SĂUCA,138805,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:24",133,128,0,5,0,91,86,0,5,0,81,10,212,121,44,35,2
