precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CANTONUL PETREŞTI ADMINISTRAT DE CĂTRE ADMINISTRAŢIA BAZINALĂ DE APĂ PRUT-BÂRLAD",462,GOLĂIEŞTI,97090,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:56",243,236,0,5,2,130,123,0,5,2,123,7,300,170,63,45,14,1
24,IAŞI,"CASA DE PRĂZNUIRE GRĂDINARI",461,GOLĂIEŞTI,97090,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:52:43",312,306,0,4,2,188,182,0,4,2,184,4,400,212,120,56,8,0
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA SFÂNTUL PROOROC ILIE TESVITEANUL",463,GOLĂIEŞTI,97090,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:42:15",222,213,0,8,1,147,138,0,8,1,142,5,300,153,95,38,9,0
24,IAŞI,"SCOALA GIMNAZIALA GOLAIESTI",458,GOLĂIEŞTI,97090,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:21",1605,1568,1,8,28,963,926,1,8,28,927,36,1600,637,482,369,71,5
24,IAŞI,"SCOALA PRIMARA CILIBIU",459,GOLĂIEŞTI,97090,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:53",415,405,0,6,4,229,219,0,6,4,222,7,425,196,153,50,16,3
24,IAŞI,"SCOALA PRIMARA COTU LUI IVAN",460,GOLĂIEŞTI,97090,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:42",305,300,0,4,1,185,180,0,4,1,175,10,342,157,115,46,14,0
