precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÁGORI ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MATEI ZOLTÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","RÁKOSI ÁRPÁD-voturi"
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”",128,CERNAT,64194,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:46",663,636,3,0,24,377,353,0,0,24,360,17,626,249,261,30,69
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ICAFĂLĂU",132,CERNAT,64194,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:37:46",222,221,1,0,0,127,126,1,0,0,123,4,300,173,105,7,11
15,COVASNA,"CLĂDIREA CONSILIULUI LOCAL CERNAT, ALBIŞ",131,CERNAT,64194,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:50:07",352,332,2,3,15,210,192,0,3,15,205,5,400,190,168,12,25
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CERNAT",130,CERNAT,64194,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:15",880,858,0,0,22,503,481,0,0,22,478,25,1000,497,312,26,140
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÉGH ANTAL” CERNAT",129,CERNAT,64194,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:45",1194,1154,1,0,39,645,606,0,0,39,630,15,1296,651,468,48,114
