precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
5,BIHOR,"CĂMIN CULTURAL",511,RĂBĂGANI,30648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:32:41",82,74,0,7,1,82,74,0,7,1,81,1,109,27,44,8,23,6
5,BIHOR,"CĂMINUL CULTURAL",512,RĂBĂGANI,30648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:17",376,331,1,21,23,304,260,0,21,23,303,1,393,89,163,20,111,9
5,BIHOR,"CĂMINUL CULTURAL",508,RĂBĂGANI,30648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:52",575,519,0,41,15,410,354,0,41,15,397,13,582,172,172,24,155,46
5,BIHOR,"CĂMINUL CULTURAL",509,RĂBĂGANI,30648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:44",196,179,0,12,5,153,136,0,12,5,153,0,202,49,106,7,34,6
5,BIHOR,"CĂMINUL CULTURAL",513,RĂBĂGANI,30648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:29",323,287,1,20,15,249,214,0,20,15,246,3,333,84,150,16,71,9
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ",510,RĂBĂGANI,30648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:15",103,99,0,3,1,72,68,0,3,1,69,3,113,41,39,17,13,0
