precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","GHERA MITICĂ-EUGEN-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL FRUMOASA",174,FRUMOASA,152993,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:24:27",705,671,0,12,22,510,476,0,12,22,471,39,755,245,99,247,56,69
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 FRUMOASA",175,FRUMOASA,152993,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:44:48",423,404,0,5,14,315,296,0,5,14,301,14,455,140,97,130,11,63
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PĂULEASCA",176,FRUMOASA,152993,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:28:26",403,381,0,13,9,289,267,0,13,9,272,14,411,125,116,117,6,33
