precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
38,TULCEA,"CAMIN CULTURAL FRECATEI",117,FRECĂŢEI,160387,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:14:30",988,962,0,13,13,563,537,0,13,13,537,26,1071,508,5,258,201,15,21,17,20
38,TULCEA,"CAMIN CULTURAL POSTA",119,FRECĂŢEI,160387,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:56",515,499,0,7,9,293,277,0,7,9,284,9,557,264,4,93,144,5,12,24,2
38,TULCEA,"CĂMIN CULTURAL TELIȚA",120,FRECĂŢEI,160387,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:16",452,432,4,9,7,254,237,1,9,7,245,8,491,238,26,87,93,17,13,5,4
38,TULCEA,"CENTRU MULTIFUNCTIONAL CATALOI",118,FRECĂŢEI,160387,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:52:43",605,562,0,26,17,605,562,0,26,17,587,16,1110,507,10,122,374,29,16,21,15
