precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MĂCRINEANU DAVID-voturi"
9,BRĂILA,"CENTRU EDUCATIONAL VIZIRU",279,VIZIRU,44505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:11:53",1676,1665,0,7,4,987,976,0,7,4,944,40,1800,816,231,533,129,51
9,BRĂILA,"SCOALA CU CLASELE I-VIII VIZIRU",278,VIZIRU,44505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:06",1408,1400,0,8,0,855,847,0,8,0,823,32,1550,695,273,317,156,77
9,BRĂILA,"ȘCOALA LANURILE",281,VIZIRU,44505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:00",900,898,1,1,0,510,509,0,1,0,489,21,1000,490,177,206,93,13
9,BRĂILA,"ȘCOALA LANURILE",280,VIZIRU,44505,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:19",886,879,0,7,0,518,511,0,7,0,499,19,972,454,173,225,90,11
