precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL SÂRBI",292,HĂLMĂGEL,11174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:51",85,70,0,10,5,73,58,0,10,5,65,8,80,7,5,41,0,11,1,7
2,ARAD,"PRIMĂRIA COMUNEI HĂLMĂGEL",290,HĂLMĂGEL,11174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:13",376,324,0,24,28,376,324,0,24,28,366,9,481,106,125,135,3,22,40,41
2,ARAD,"ŞCOALA PRIMARĂ LUNCŞOARA",291,HĂLMĂGEL,11174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:45:18",255,241,0,5,9,198,184,0,5,9,188,10,270,72,103,49,14,4,12,6
2,ARAD,"ŞCOALA PRIMARĂ TÂRNĂVIŢA",293,HĂLMĂGEL,11174,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:38:13",109,93,0,12,4,99,83,0,12,4,98,1,105,6,30,26,36,2,1,3
