precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAISE MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","ANDRIESCU ANDREEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NĂSTASE ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"CĂMINUL CULTURAL I.L.CARAGIALE",275,"I. L. CARAGIALE",67737,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:43:12",1495,1465,0,6,24,916,886,0,6,24,885,31,1610,694,346,34,505
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL I.L. CARAGIALE",274,"I. L. CARAGIALE",67737,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:06",635,626,0,7,2,367,360,0,7,0,354,7,690,329,220,26,108
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 GHIRDOVENI",272,"I. L. CARAGIALE",67737,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:27",1490,1482,1,2,5,736,729,0,2,5,715,21,1629,893,273,56,386
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2 GHIRDOVENI",273,"I. L. CARAGIALE",67737,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:52",1192,1186,1,1,4,691,686,0,1,4,666,25,1310,619,223,55,388
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ MIJA",276,"I. L. CARAGIALE",67737,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:00",592,589,0,3,0,276,273,0,3,0,273,3,650,374,186,23,64
