precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NOVACOVICI FLAVIUS-LIVIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","RADOVANCOVICI MIRA-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BELOBREȘCA",295,POJEJENA,53513,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:30",513,465,4,8,36,289,241,4,8,36,282,7,513,224,32,250
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘUȘCA",298,POJEJENA,53513,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:32:28",350,332,2,10,6,190,174,0,10,6,182,8,366,176,58,124
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL DIVICI",296,POJEJENA,53513,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:48:01",236,205,1,21,9,151,120,1,21,9,146,4,228,78,20,126
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL RADIMNA",297,POJEJENA,53513,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:01:29",486,447,1,5,33,264,229,0,5,30,262,1,493,229,71,191
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ATANASIE COJOCARU” POJEJENA",294,POJEJENA,53513,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:22",923,862,1,14,46,508,447,1,14,46,491,17,953,445,122,369
