precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"AFTER SCHOOL CHECHIŞ",79,BĂLAN,140146,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:58:40",550,497,0,36,17,381,328,0,36,17,372,9,550,169,93,24,59,121,68,7
33,SĂLAJ,"CENTRUL CULTURAL CHENDREA",80,BĂLAN,140146,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:40",656,595,1,39,21,479,419,0,39,21,463,16,723,244,127,41,79,180,31,5
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ BĂLAN",78,BĂLAN,140146,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:01:30",765,706,0,28,31,536,477,0,28,31,518,18,800,264,281,12,39,139,44,3
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GÎLGĂU ALMAŞULUI",82,BĂLAN,140146,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:13:36",862,815,2,34,11,586,541,0,34,11,567,19,900,314,312,34,49,77,65,30
33,SĂLAJ,"ŞCOALA PRIMARĂ GĂLPÎIA",81,BĂLAN,140146,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:29:39",343,300,1,30,12,255,213,0,30,12,238,17,378,123,131,12,14,55,25,1
