precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDOSĂ IRINA-GINA-PARTIDUL NAȚIONAL LIBERAL-voturi","TINCĂ PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂŞTINARU-NIŢĂ ALEXANDRA-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTIN RADU-EMIL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,"CĂMIN CULTURAL SABASA",201,BORCA,121652,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:41",951,948,0,2,1,595,592,0,2,1,577,18,1000,405,211,15,346,5
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL - BORCA CENTRU",200,BORCA,121652,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:15:42",736,729,0,6,1,433,426,0,6,1,420,13,800,367,154,17,246,3
29,NEAMŢ,"LICEUL ”MIHAIL SADOVEANU”(CORPUL B)",196,BORCA,121652,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:43:56",831,824,1,5,1,447,441,0,5,1,430,2,900,468,136,243,40,11
29,NEAMŢ,"SALA DE FESTIVITĂŢI MADEI",197,BORCA,121652,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:05:46",840,835,0,5,0,480,475,0,5,0,464,16,900,420,307,16,136,5
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.1 LOCALITATEA SOCI",202,BORCA,121652,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:56:11",737,733,0,4,0,398,394,0,4,0,369,29,800,402,151,16,187,15
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.2 LOCALITATEA PÎRÎUL PÎNTEI",199,BORCA,121652,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:11:30",402,398,0,4,0,233,229,0,4,0,226,7,500,267,139,5,77,5
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.3 LOCALITATEA PÎRÎUL CÎRJEI",198,BORCA,121652,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:30",566,564,0,2,0,313,311,0,2,0,304,9,600,287,192,13,94,5
