precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
9,BRĂILA,"CASA DE CULTURĂ FĂUREI, SALA MICĂ",141,"ORAŞ FĂUREI",42753,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:23:29",1319,1288,0,7,24,883,852,0,7,24,837,46,1450,567,354,47,436
9,BRĂILA,"FOSTA ŞCOALA GENERALĂ NR.2 FĂUREI, SALA NR.1",143,"ORAŞ FĂUREI",42753,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:50:11",522,507,1,6,8,336,322,0,6,8,325,11,568,232,98,40,187
9,BRĂILA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-IV FĂUREI, SALA NR.2",142,"ORAŞ FĂUREI",42753,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:51:36",1254,1231,0,15,8,802,779,0,15,8,775,27,1354,552,284,75,416
