precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRAD GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","HORŢI PAVEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STOICA HORIA-PARTIDUL NAȚIONAL LIBERAL-voturi","BOULESCU MARIA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL MUNAR",349,SECUSIGIU,11940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:02:56",432,420,1,7,4,300,289,0,7,4,291,9,470,170,210,5,76,0
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATU MARE",350,SECUSIGIU,11940,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:39",812,796,2,11,3,415,401,0,11,3,395,20,880,465,202,24,169,0
2,ARAD,"PRIMĂRIA COMUNEI SECUSIGIU",347,SECUSIGIU,11940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:02:55",902,878,0,16,8,540,516,0,16,8,506,16,990,468,241,34,222,9
2,ARAD,"REMIZA P.S.I SÎNPETRU GERMAN",351,SECUSIGIU,11940,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:52",833,826,2,4,1,367,361,1,4,1,358,9,920,553,176,38,141,3
2,ARAD,"ȘCOALA GIMNAZIALĂ SECUSIGIU",348,SECUSIGIU,11940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:19:27",938,932,0,1,5,531,525,0,1,5,509,21,1040,506,229,44,232,4
2,ARAD,"ȘCOALA GIMNAZIALĂ SÎNPETRU GERMAN",352,SECUSIGIU,11940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:35:20",886,877,1,6,2,482,473,1,6,2,453,20,962,489,199,18,229,7
