precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
2,ARAD,"CĂMINUL CULTURAL BUCEAVA",218,BRAZII,10239,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:26:10",66,60,0,4,2,55,49,0,4,2,52,3,80,25,18,8,20,3,1,2
2,ARAD,"CĂMINUL CULTURAL IACOBINI",220,BRAZII,10239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:36",180,159,1,12,8,136,115,1,12,8,136,0,190,54,70,16,42,2,2,4
2,ARAD,"CĂMINUL CULTURAL MĂDRIGEŞTI",221,BRAZII,10239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:02",224,195,0,11,18,177,148,0,11,18,174,3,230,53,22,26,99,16,0,11
2,ARAD,"CĂMINUL CULTURAL SECAŞ",222,BRAZII,10239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:17",385,359,0,8,18,303,277,0,8,18,281,22,420,117,91,38,58,24,39,31
2,ARAD,"CĂMINUL CULTURAL ŞOIMUŞ",219,BRAZII,10239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:20:48",71,64,0,5,2,61,54,0,5,2,54,7,80,19,26,5,17,4,1,1
2,ARAD,"PRIMĂRIA COMUNEI BRAZII",217,BRAZII,10239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:11",82,61,0,19,2,63,42,0,19,2,61,2,83,20,27,12,16,0,2,4
