precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"ŞCOALA CU CLASELE I-IV BAIA",76,BAIA,159785,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:04",862,815,0,24,23,607,560,0,24,23,591,16,893,286,277,266,31,17
38,TULCEA,"ŞCOALA CU CLASELE I-IV CAUGAGIA",78,BAIA,159785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:05",187,177,0,7,3,142,133,0,7,2,135,7,196,54,80,48,3,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ BAIA",75,BAIA,159785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:53",1635,1527,1,72,35,1064,963,0,72,29,1056,8,1681,617,445,550,24,37
38,TULCEA,"ŞCOALA GIMNAZIALĂ CEAMURLIA DE SUS",79,BAIA,159785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:27",547,502,0,25,20,372,327,0,25,20,356,16,575,203,229,116,4,7
38,TULCEA,"ŞCOALA PRIMARĂ CAMENA",77,BAIA,159785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:42",302,277,1,21,3,226,201,1,21,3,220,6,306,80,128,84,7,1
38,TULCEA,"ŞCOALA PRIMARĂ PANDURU",80,BAIA,159785,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:36",340,323,0,11,6,207,190,0,11,6,201,6,355,148,117,70,10,4
