precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL",354,CURĂŢELE,28941,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:18:44",346,342,0,1,3,250,246,0,1,3,245,5,380,130,157,61,11,16
5,BIHOR,"CĂMIN CULTURAL NIMĂIEŞTI",355,CURĂŢELE,28941,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:10:38",652,647,1,2,2,494,490,0,2,2,483,11,720,226,255,143,18,67
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-IV BEIUŞELE",353,CURĂŢELE,28941,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:29:01",334,329,0,0,5,281,276,0,0,5,272,9,368,87,173,41,35,23
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 CURĂŢELE",352,CURĂŢELE,28941,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:08:02",659,636,0,13,10,468,445,0,13,10,458,10,717,249,257,160,21,20
