county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","STANA GHEORGHE-DORIN-voturi","STANA GHEORGHE-DORIN-mandate-faza-1","STANA GHEORGHE-DORIN-mandate-faza-2","NISTOR ALINA-voturi","NISTOR ALINA-mandate-faza-1","NISTOR ALINA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","BÎRLOVEAN SORIN-VIOREL-voturi","BÎRLOVEAN SORIN-VIOREL-mandate-faza-1","BÎRLOVEAN SORIN-VIOREL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","HERTZ ANDY-voturi","HERTZ ANDY-mandate-faza-1","HERTZ ANDY-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","IONEL VICTOR-COSMIN-voturi","IONEL VICTOR-COSMIN-mandate-faza-1","IONEL VICTOR-COSMIN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SIMEDREA CRISTIAN-NICOLAE-voturi","SIMEDREA CRISTIAN-NICOLAE-mandate-faza-1","SIMEDREA CRISTIAN-NICOLAE-mandate-faza-2","RODEAN MIHAI-EMIL-voturi","RODEAN MIHAI-EMIL-mandate-faza-1","RODEAN MIHAI-EMIL-mandate-faza-2","LĂSCUŢONI BOGDAN-IANCU-voturi","LĂSCUŢONI BOGDAN-IANCU-mandate-faza-1","LĂSCUŢONI BOGDAN-IANCU-mandate-faza-2","OCOLIŞAN OCTAVIAN-voturi","OCOLIŞAN OCTAVIAN-mandate-faza-1","OCOLIŞAN OCTAVIAN-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","NAPĂU-STOICA RADU-CĂLIN-voturi","NAPĂU-STOICA RADU-CĂLIN-mandate-faza-1","NAPĂU-STOICA RADU-CĂLIN-mandate-faza-2","MOLOCEA MIHAI-IULIAN-voturi","MOLOCEA MIHAI-IULIAN-mandate-faza-1","MOLOCEA MIHAI-IULIAN-mandate-faza-2","NIŢĂ DORINA-VERONICA-voturi","NIŢĂ DORINA-VERONICA-mandate-faza-1","NIŢĂ DORINA-VERONICA-mandate-faza-2","NICULESCU FLORIN-VLAD-DAN-voturi","NICULESCU FLORIN-VLAD-DAN-mandate-faza-1","NICULESCU FLORIN-VLAD-DAN-mandate-faza-2","POP LAURENŢIU-MIHAI-voturi","POP LAURENŢIU-MIHAI-mandate-faza-1","POP LAURENŢIU-MIHAI-mandate-faza-2","FILIMON BOGDAN-ALIN-voturi","FILIMON BOGDAN-ALIN-mandate-faza-1","FILIMON BOGDAN-ALIN-mandate-faza-2","ALIANȚA PMP - FORȚA DREPTEI-voturi","ALIANȚA PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA PMP - FORȚA DREPTEI-mandate-faza-2","SURULESCU IOSIF-DAN-voturi","SURULESCU IOSIF-DAN-mandate-faza-1","SURULESCU IOSIF-DAN-mandate-faza-2","CAZAMIR ELENA-voturi","CAZAMIR ELENA-mandate-faza-1","CAZAMIR ELENA-mandate-faza-2","RÎŞTEIU ATENA-BETY-voturi","RÎŞTEIU ATENA-BETY-mandate-faza-1","RÎŞTEIU ATENA-BETY-mandate-faza-2","LIGA PENTRU DEȘTEPTAREA ROMÂNIEI-voturi","LIGA PENTRU DEȘTEPTAREA ROMÂNIEI-mandate-faza-1","LIGA PENTRU DEȘTEPTAREA ROMÂNIEI-mandate-faza-2","ADAM ALEXANDRU-MIHAI-voturi","ADAM ALEXANDRU-MIHAI-mandate-faza-1","ADAM ALEXANDRU-MIHAI-mandate-faza-2","AVRAM MARINEL-voturi","AVRAM MARINEL-mandate-faza-1","AVRAM MARINEL-mandate-faza-2","NICOARĂ ANDREI-DANIEL-voturi","NICOARĂ ANDREI-DANIEL-mandate-faza-1","NICOARĂ ANDREI-DANIEL-mandate-faza-2","ALB IOAN-voturi","ALB IOAN-mandate-faza-1","ALB IOAN-mandate-faza-2","CIOLEA IOAN-voturi","CIOLEA IOAN-mandate-faza-1","CIOLEA IOAN-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g8","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","PARTIDUL SOCIAL DEMOCRAT-mandate-g9","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-g9","UNIUNEA SALVAȚI ROMÂNIA-mandate-g9","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-g9","TELLMAN GABRIELA-voturi","TELLMAN GABRIELA-mandate-faza-1","TELLMAN GABRIELA-mandate-faza-2","TELLMAN GABRIELA-mandate-g9","PARTIDUL NAȚIONAL VATRA ROMÂNEASCĂ-voturi","PARTIDUL NAȚIONAL VATRA ROMÂNEASCĂ-mandate-faza-1","PARTIDUL NAȚIONAL VATRA ROMÂNEASCĂ-mandate-faza-2","CANCELARE IOAN-voturi","CANCELARE IOAN-mandate-faza-1","CANCELARE IOAN-mandate-faza-2","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-voturi","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-mandate-g8"
22,HUNEDOARA,BĂCIA,88047,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:38:25",1611,1584,1,25,1,1012,986,0,25,1,980,31,1740,729,49,68,78,89,91,1,0,618,6,1,126,1,0,87,0,1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,"BAIA DE CRIŞ",87745,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:38:36",2068,1982,6,43,37,1308,1228,1,42,37,1264,37,2214,913,63,88,101,109,288,2,1,641,5,1,15,0,0,159,1,0,0,0,0,49,0,0,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BĂIŢA,88092,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:39:18",2941,2844,27,30,40,1820,1748,3,30,39,1779,41,3174,1354,88,124,142,136,544,4,0,966,7,0,0,0,0,136,1,0,0,0,0,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BALŞA,87843,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:13:26",768,652,16,58,42,542,436,6,58,42,531,11,746,204,26,37,42,59,400,6,1,95,1,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BĂNIŢA,87246,2,FINAL,UAT,CL,CL_CE,"2024-06-28 13:37:15",1078,1000,0,48,30,824,746,0,48,30,809,13,1088,266,40,56,64,81,350,4,1,344,4,0,9,0,0,30,0,0,0,0,0,34,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BARU,87996,2,FINAL,UAT,CL,CL_CE,"2024-06-28 14:17:18",2371,2259,4,32,76,1519,1410,2,32,75,1475,44,2485,966,73,103,118,127,1003,7,1,402,3,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BĂTRÂNA,88216,2,FINAL,UAT,CL,CL_CE,"2024-06-28 11:39:55",126,90,0,34,2,99,63,0,34,2,97,2,138,39,4,6,7,10,0,0,0,97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BERIU,88261,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:53:54",3038,2961,0,44,33,1835,1758,0,44,33,1783,52,3258,1423,89,124,142,137,886,6,1,577,4,0,0,0,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BLĂJENI,88350,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:24:49",910,769,2,106,33,792,653,0,106,33,774,18,885,93,38,54,61,86,339,3,1,335,3,1,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HUNEDOARA,BOŞOROD,88449,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:19:05",1583,1494,7,63,19,1175,1090,3,63,19,1139,35,1680,505,56,79,91,103,363,3,0,469,4,1,0,0,0,79,0,1,0,0,0,123,1,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
