precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBAN EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi","OLOSUTEAN VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi"
13,CLUJ,"CĂMINUL CULTURAL PÎGLIŞA",440,DĂBÂCA,57546,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:58",87,71,0,16,0,60,44,0,16,0,57,3,78,18,27,30
13,CLUJ,"ŞCOALA CU CLASELE I-IV LUNA DE JOS",439,DĂBÂCA,57546,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:13:15",579,551,2,17,9,316,289,1,17,9,309,7,587,271,211,98
13,CLUJ,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII ”GELU ROMÂNUL”",438,DĂBÂCA,57546,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:58",606,504,1,94,7,439,337,1,94,7,430,9,562,123,229,201
