precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"CĂMINUL CULTURAL",355,GHERCEŞTI,72409,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:44:42",1162,1041,0,111,10,886,765,0,111,10,865,21,1135,249,582,128,155
17,DOLJ,"ŞCOALA GENERALĂ GÂRLEŞTI",356,GHERCEŞTI,72409,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:13:56",424,378,0,35,11,341,295,0,35,11,332,9,400,59,224,77,31
17,DOLJ,"ŞCOALA GENERALĂ UNGURENI",357,GHERCEŞTI,72409,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:23",299,247,0,42,10,220,168,0,42,10,213,7,284,64,163,38,12
