precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPESCU SIMION-PARTIDUL NAȚIONAL LIBERAL-voturi","IOANA BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CĂLINA PETRE-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞURLOIU ROSALIA-IUSTINA-FORȚA DREPTEI-voturi"
30,OLT,"ŞCOALA GENERALĂ I-IV SATU NOU",217,GRĂDINARI,127171,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:04:24",274,224,0,42,8,259,209,0,42,8,204,5,240,31,122,13,69,0
30,OLT,"ŞCOALA GIMNAZIALĂ GRĂDINARI",215,GRĂDINARI,127171,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:54:19",629,555,0,50,24,629,555,0,50,24,617,12,833,204,306,53,257,1
30,OLT,"ŞCOALA PRIMARĂ PETCULEŞTI",216,GRĂDINARI,127171,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:47",953,921,0,26,6,632,600,0,26,6,625,7,1010,378,76,515,34,0
