precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ ALBENI",122,ALBENI,78472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:32:29",1016,981,0,22,13,658,623,0,22,13,629,26,1000,307,52,193,306,78
20,GORJ,"ȘCOALA PRIMARÂ ALBENI",123,ALBENI,78472,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:05",815,797,0,15,3,448,430,0,15,3,416,32,900,452,25,242,130,19
20,GORJ,"ȘCOALA PRIMARÂ BOLBOCEȘTI",124,ALBENI,78472,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:20:10",416,402,1,2,11,286,273,0,2,11,273,13,500,214,22,163,63,25
20,GORJ,"ȘCOALA PRIMARÂ PRUNEȘTI",125,ALBENI,78472,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:00:03",101,89,0,9,3,69,57,0,9,3,67,2,122,53,6,42,13,6
