precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCRIPCĂ FLORIN-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MURARIU BOGDAN-TONY-PARTIDUL SOCIAL DEMOCRAT-voturi","BARARU GICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"SCOALA GENERALA NR.2 DUMENI",252,"GEORGE ENESCU",37397,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:10:43",818,797,0,6,15,488,467,0,6,15,471,15,850,364,22,339,110
7,BOTOŞANI,"SCOALA GENERALA POPENI",254,"GEORGE ENESCU",37397,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:21",425,420,0,1,4,230,225,0,1,4,223,7,500,270,6,195,22
7,BOTOŞANI,"SCOALA GENERALA STINCA",255,"GEORGE ENESCU",37397,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:55",287,283,0,3,1,177,173,0,3,1,176,1,318,141,3,133,40
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 5 ARBOREA",253,"GEORGE ENESCU",37397,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:27",339,336,0,1,2,197,194,0,1,2,193,4,400,203,0,136,57
7,BOTOŞANI,"SEDIUL PRIMARIEI COMUNEI GEORGE ENESCU",251,"GEORGE ENESCU",37397,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:46",533,529,0,1,3,310,306,0,1,3,302,8,570,260,4,247,51
