precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PIPERNEA CONSTANTIN-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROMAN OCTAVIAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","NICOLA GHEORGHE-LUCIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MAGDA MIRCEA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TELLMAN GABRIELA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BOBÂLNA",429,"RAPOLTU MARE",90663,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:55",384,371,0,10,3,258,245,0,10,3,245,13,418,160,8,60,113,23,41
22,HUNEDOARA,"CĂMINUL CULTURAL BOIU",430,"RAPOLTU MARE",90663,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:45",128,119,0,7,2,82,73,0,7,2,79,3,140,58,17,31,18,12,1
22,HUNEDOARA,"CĂMINUL CULTURAL FOLT",431,"RAPOLTU MARE",90663,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:49:25",145,130,0,13,2,100,85,0,13,2,94,6,150,50,12,53,12,4,13
22,HUNEDOARA,"CĂMINUL CULTURAL RAPOLŢEL",432,"RAPOLTU MARE",90663,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:01",181,174,0,6,1,114,107,0,6,1,104,10,200,86,17,36,41,5,5
22,HUNEDOARA,"PRIMĂRIA COMUNEI RAPOLTU MARE",428,"RAPOLTU MARE",90663,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:29:25",780,753,0,17,10,531,504,0,17,10,509,22,825,249,119,210,121,19,40
