precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
27,MEHEDINŢI,"CĂMIN CULTURAL BUSEȘTI",202,ISVERNA,112370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:05",141,128,0,13,0,101,88,0,13,0,96,5,143,42,63,3,16,13,1
27,MEHEDINŢI,"CĂMIN CULTURAL ISVERNA",201,ISVERNA,112370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:40:28",1274,1245,1,18,10,896,868,0,18,10,864,32,1391,495,579,58,113,87,27
27,MEHEDINŢI,"ȘCOALA GENERALĂ NADANOVA",203,ISVERNA,112370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:51",338,310,0,26,2,246,218,0,26,2,224,22,359,113,155,17,37,13,2
