precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOBEAJĂ LAURENŢIU-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","STAN ROMICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","NEDELEA ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALEXA VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","GURAN MARIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"ȘCOALA AMZACEA",375,AMZACEA,63198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:30",1185,1159,1,3,22,686,660,1,3,22,658,28,1264,578,355,206,25,65,7
14,CONSTANŢA,"ȘCOALA GENERALĂ CASICEA",376,AMZACEA,63198,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:10",344,337,0,4,3,171,164,0,4,3,164,7,369,198,127,26,8,2,1
14,CONSTANŢA,"ȘCOALA GENERALĂ GENERAL SCĂRIȘOREANU",377,AMZACEA,63198,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:12:59",816,796,2,7,11,466,448,0,7,11,434,14,876,408,378,46,4,4,2
