precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"ŞCOALA BREASTA",267,BREASTA,71260,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:19",1389,1319,0,51,19,764,713,0,32,19,760,4,1471,707,664,68,28
17,DOLJ,"ŞCOALA BREASTA",268,BREASTA,71260,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:21",1077,1032,0,35,10,659,614,0,35,10,644,15,1100,441,543,71,30
17,DOLJ,"ŞCOALA OBEDIN",269,BREASTA,71260,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:17:53",586,562,1,21,2,310,286,1,21,2,300,10,600,290,245,39,16
17,DOLJ,"ŞCOALA VALEA LUNGULUI",270,BREASTA,71260,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:12",629,594,0,32,3,439,404,0,32,3,436,3,700,261,423,6,7
