precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","DICU MIRCEA-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL MĂGURA",299,MIHĂEŞTI,171325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:17",776,746,0,17,13,511,481,0,17,13,500,11,820,309,154,275,46,23,2
40,VÂLCEA,"CĂMINUL CULTURAL VULPUEŞTI",301,MIHĂEŞTI,171325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:36:25",607,604,0,3,0,407,404,0,3,0,388,19,660,253,123,205,45,7,8
40,VÂLCEA,"GRĂDINIȚA BULETA",295,MIHĂEŞTI,171325,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:37:32",1272,1225,0,33,14,801,754,0,33,14,772,27,1380,581,245,399,108,12,8
40,VÂLCEA,"GRĂDINIȚA MIHĂEȘTI",296,MIHĂEŞTI,171325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:32",952,930,1,15,6,579,558,0,15,6,529,29,1030,443,201,280,31,15,2
40,VÂLCEA,"GRĂDINIŢA STUPĂREI",300,MIHĂEŞTI,171325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:31",780,762,0,12,6,422,405,0,12,5,399,23,830,408,125,215,47,7,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSEŞTI",297,MIHĂEŞTI,171325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:16",709,699,0,6,4,405,395,0,6,4,379,13,780,388,159,168,25,7,20
40,VÂLCEA,"ȘCOALA GENERALĂ",298,MIHĂEŞTI,171325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:23",787,776,2,6,3,458,449,0,6,3,440,16,860,404,200,183,44,5,8
