precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
1,ALBA,"CĂMINUL CULTURAL LUPȘA",305,LUPŞA,5336,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:55:40",629,613,0,10,6,487,471,0,10,6,473,12,700,214,152,44,264,13
1,ALBA,"ŞCOALA GIMNAZIALĂ MUŞCA",307,LUPŞA,5336,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 00:32:14",863,834,0,14,15,593,564,0,14,15,586,7,900,307,164,50,360,12
1,ALBA,"ŞCOALA PRIMARĂ HĂDĂRĂU",306,LUPŞA,5336,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:57:09",296,290,0,2,4,212,206,0,2,4,204,8,350,138,66,17,115,6
1,ALBA,"ŞCOALA PRIMARĂ VALEA LUPȘII",308,LUPŞA,5336,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:13",667,645,0,4,18,484,462,0,4,18,476,8,720,236,133,70,254,19
