precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","GRĂDINIŢA BĂBEŞTI",207,HALMEU,137764,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:58:02",357,350,0,7,0,205,198,0,7,0,193,12,380,175,10,0,4,15,3,161,0
32,"SATU MARE","GRĂDINIŢA DABOLŢ",208,HALMEU,137764,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:44",345,330,2,10,3,182,168,1,10,3,168,14,370,188,8,1,1,9,9,139,1
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",209,HALMEU,137764,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:09:44",383,373,1,8,1,143,134,0,8,1,132,11,406,263,26,0,7,28,3,20,48
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",206,HALMEU,137764,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:45:50",1372,1347,0,11,14,608,583,0,11,14,573,35,1500,892,150,16,40,126,6,228,7
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",205,HALMEU,137764,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:33:34",1681,1639,5,9,28,739,701,1,9,28,703,36,1843,1104,174,4,73,163,23,261,5
