precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","BRAIŞ VASILE-voturi"
29,NEAMŢ,"GRADINITA SOCEA",395,REDIU,124028,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:40:01",617,602,0,10,5,297,282,0,10,5,278,19,700,403,154,15,87,16,6
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV BETESTI",393,REDIU,124028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:47",605,601,1,2,1,314,310,1,2,1,295,19,700,386,114,22,111,32,16
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII POLOBOC",394,REDIU,124028,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:34:03",1205,1187,0,9,9,620,602,0,9,9,587,33,1300,680,258,54,196,36,43
29,NEAMŢ,"SCOALA CU CLASELE I-VIII REDIU",391,REDIU,124028,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:57",872,858,0,3,11,426,412,0,3,11,409,17,900,446,135,43,149,61,21
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII REDIU",392,REDIU,124028,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:08:45",979,959,1,5,14,470,450,1,5,14,446,24,1100,630,154,37,187,35,33
