precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDREI NICOLAE-NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢÎRCOMNICU MARIUS-CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","JEGA MIHAIL-SEVASTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STAN ANDREEA-EUFIMIA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ ALBENI",122,ALBENI,78472,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:32:28",1016,981,0,22,13,658,623,0,22,13,643,15,1000,307,14,205,354,70
20,GORJ,"ȘCOALA PRIMARÂ ALBENI",123,ALBENI,78472,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:06",815,797,0,15,3,448,430,0,15,3,431,17,900,452,6,273,134,18
20,GORJ,"ȘCOALA PRIMARÂ BOLBOCEȘTI",124,ALBENI,78472,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:20:07",416,402,1,2,11,286,273,0,2,11,282,4,500,214,11,184,58,29
20,GORJ,"ȘCOALA PRIMARÂ PRUNEȘTI",125,ALBENI,78472,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:00:04",101,89,0,9,3,69,57,0,9,3,67,2,122,53,1,44,20,2
