precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"ȘCOALA GIMNAZIALĂ LOMAN",376,SĂSCIORI,7099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:56",694,689,0,4,1,350,345,0,4,1,339,11,761,411,186,135,18
1,ALBA,"ȘCOALA GIMNAZIALĂ RĂCHITA",377,SĂSCIORI,7099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:06:24",782,778,1,3,0,488,485,0,3,0,475,13,856,368,223,159,93
1,ALBA,"ȘCOALA GIMNAZIALĂ SĂSCIORI",373,SĂSCIORI,7099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:38",1328,1317,2,7,2,752,743,0,7,2,730,22,1455,703,493,198,39
1,ALBA,"ȘCOALA PRIMARĂ CĂPÎLNA",374,SĂSCIORI,7099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:05",677,670,0,6,1,344,337,0,6,1,330,14,741,397,238,76,16
1,ALBA,"ȘCOALA PRIMARĂ LAZ",375,SĂSCIORI,7099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:34",329,321,1,7,0,203,196,0,7,0,195,8,357,154,115,70,10
1,ALBA,"ȘCOALA PRIMARĂ SEBEȘEL",378,SĂSCIORI,7099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:37",1138,1132,1,4,1,732,727,0,4,1,713,19,1254,522,351,326,36
