precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
41,VRANCEA,"CAMINUL CULTURAL",190,HOMOCEA,176445,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:57:45",1684,1658,0,7,19,466,440,0,7,19,447,19,1840,1374,43,25,38,335,6
41,VRANCEA,"CAMINUL CULTURAL",194,HOMOCEA,176445,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:35:13",995,979,0,3,13,514,498,0,3,13,492,22,1093,579,38,29,88,321,16
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:14:19",1732,1701,0,8,23,544,513,0,8,23,511,33,1899,1355,54,39,30,372,16
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:24:27",1281,1264,0,4,13,491,474,0,4,13,474,17,1404,913,28,59,53,323,11
41,VRANCEA,"ȘCOALA VECHE SAT COSTIȘA",193,HOMOCEA,176445,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:10",300,293,0,7,0,150,143,0,7,0,146,4,324,174,5,5,16,115,5
